query_id,prompting_variant,response_hash,faithfulness,answer_relevancy,context_precision
1,balanced,0b3d12b3e9814c89,1.0,0.1466946123716806,0.9999999999
1,standard,c9162a1ec611ad7a,1.0,0.1524905085175153,0.9999999999
2,balanced,4fe0346bdcc5d902,1.0,0.7545254213887831,0.9317956349089874
2,standard,fa4c0bed0b019ab2,1.0,0.7569434470232501,0.9317956349089874
3,balanced,1efbad22e618cd09,1.0,0.6230081756944496,0.7222222221981481
3,standard,1b191415dda3f308,0.9166666666666666,0.6023966760180283,0.6488095237933036
4,balanced,fb5c93d657de9074,0.8571428571428571,0.7213541708411461,0.9999999999666668
4,standard,b12a7d3544fad4ae,1.0,0.7175510275399187,0.99999999995
5,balanced,421d09fa6eaf7f43,1.0,0.3299784265776018,0.9999999999
5,standard,81565596da73b6ae,1.0,0.8126107320016663,0.9999999999
6,balanced,f5e8f52ce9c5f92f,1.0,0.7443888348351116,0.999999999975
6,standard,4d7587a49d655fc1,1.0,0.7268662099462322,0.99999999995
7,balanced,a01bd592bb3f43eb,0.8888888888888888,0.6148012600659235,0.8701388888780122
7,standard,c858098c26da441f,1.0,0.6879583264687582,0.9999999999
8,balanced,b3458cb644a87d14,1.0,0.7772855758029261,0.7833333333176666
8,standard,eb6deb02751b798d,1.0,0.7112694133891956,0.766666666641111
9,balanced,c33e3e809d5fd5bf,1.0,0.6257444559403081,0.8333333332916666
9,standard,1de9ccfe2f73f64e,1.0,0.1962065006882301,0.8333333332916666
10,balanced,cf5312cba8fe1bcb,0.9090909090909092,0.4671855435025878,0.8055555555287036
10,standard,46bbe506242b911d,0.8571428571428571,0.3486511183982037,0.9999999999
11,balanced,ca352ff647ec06a1,0.7857142857142857,0.2234903440170789,0.6805555555328703
11,standard,3f4ec8bd37c0923e,1.0,0.3144472445904724,0.8333333332916666
12,balanced,b24588ea38befc4f,1.0,0.8636016930554388,0.9999999999
12,standard,67b1299f61552d31,1.0,0.8248426170353462,0.9999999999
13,balanced,9df0a7340a2e1947,0.9428571428571428,0.8428286747923198,0.6215277777622396
13,standard,7a1606152111c1a1,1.0,0.6424994806972744,0.9999999999
14,balanced,4b04ef1756c7c186,0.9285714285714286,0.5695430296618059,0.599999999988
14,standard,5a2984103ba97227,0.9,0.6497278648557718,0.9999999999
15,balanced,ad5e1c3b0a3b6d86,1.0,0.5756640666978899,0.7916666666402777
15,standard,87337db9a6fa9def,1.0,0.5854414474396258,0.9999999999
16,balanced,463edd27b4348248,1.0,0.6870286209699893,0.6111111110907407
16,standard,2e59e50c90ee1169,1.0,0.8316299582541808,0.9999999999
17,balanced,6e7f23e8d3dbe3bc,1.0,0.2349258837893504,0.9999999999
17,standard,1148f0f17322109e,0.8888888888888888,0.7232148907306408,0.9999999999
18,balanced,458ef03685a6ce7e,0.9090909090909092,0.5906790856603715,0.7999999999866666
18,standard,a6eb2805341d5d6c,1.0,0.8204197616083405,0.6666666666333333
19,balanced,1f3a41a10e7ad688,0.9523809523809524,0.7258033977125319,0.8734126983981415
19,standard,f6d3c6c2fd3dbbd2,1.0,0.8037239227882044,0.8486394557701895
20,balanced,2df1dfd11e630745,0.96,0.7239092402164856,0.7253968253864626
20,standard,d0ed424075033fdf,1.0,0.7175673360252944,0.5930555555456712
21,balanced,50dbe6bbe5fe98e7,0.8461538461538461,0.6318158966966826,0.5942857142738286
21,standard,7774c0b97b5a4df5,0.9,0.6941762996583947,0.609523809503492
22,balanced,6a3f4004d5d70e15,1.0,0.6188031657988285,0.9999999999
22,standard,bc90d99db4b59928,1.0,0.6284399909289852,0.9999999999
23,balanced,5e3ca22f65417d72,0.8461538461538461,0.4054673286850414,0.8528571428400857
23,standard,ceb7e852184532f1,1.0,0.7501717564656908,0.8666666666377778
24,balanced,e2a6d067b54a6fd5,0.875,0.7231916288707994,0.2261904761791666
24,standard,1b35f32753a60564,1.0,0.4502215552766658,0.16666666665
25,balanced,07b2c9ed2f3cd2ad,0.7647058823529411,0.6043267272117623,0.7958333333200696
25,standard,3342a6efeb5559ce,0.9,0.6118297719006219,0.699999999986
26,balanced,2b625c2abafb861d,0.8333333333333334,0.6308529381127134,0.7166666666523333
26,standard,e538b2a8bdf380ef,1.0,0.8288714216098004,0.9999999999
27,balanced,0f868ec212b82a61,0.8095238095238095,0.7613241864074644,0.9888888888779012
27,standard,ce630e8a5611ebd3,0.84375,0.7227736922768236,0.8273809523691327
28,balanced,55da23dfdae2129e,0.96,0.6717900814833064,0.6976190476050953
28,standard,9ccf0cb05cb8a9d5,1.0,0.6879006644057295,0.7291666666484374
29,balanced,1952b0176e9ca862,0.7272727272727273,0.7072175283703999,0.8333333332916666
29,standard,16e9e06c21fd825b,1.0,0.6776278436445938,0.9999999999
30,balanced,5fd62c1ad4b8abeb,0.75,0.757911733681798,0.9999999999666668
30,standard,9b5a38498080060d,1.0,0.5170093632995054,0.9999999999666668
31,balanced,e6a001fe312975cf,0.9285714285714286,0.4639993213446513,0.9749999999878124
31,standard,7b4328659a06c421,1.0,0.4040470985571751,0.9999999999
32,balanced,fe10bea1b8a7c1f3,0.8421052631578947,0.5714672552735804,0.8055555555287036
32,standard,9d796a9ddf325f51,1.0,0.3361387303895304,0.9999999999
33,balanced,6283692391acb56d,0.9,0.7585061391342584,0.99999999999
33,standard,40700474ac884ddd,0.9285714285714286,0.798757196569008,0.99999999999
34,balanced,e7c1515152ad03b8,1.0,0.6315863564028986,0.928262786585806
34,standard,c2da34485de990be,1.0,0.7423678151663693,0.7388888888741112
35,balanced,e4ceead145302142,0.8823529411764706,0.3185235101419847,0.9999999999
35,standard,aa3aaf19e3354a3d,0.8888888888888888,0.3458782862305711,0.9999999999
36,balanced,a0ef98eb0b4b5920,0.9375,0.5809650814823647,0.6428571428410713
36,standard,488a56a44f98c5b1,0.875,0.700275246974763,0.6428571428410713
37,balanced,ec57f91bfef1bb42,1.0,0.7134546746140438,0.8917233559963313
37,standard,c5955c2cdf776bb9,0.9166666666666666,0.5295018248032516,0.7798185940931681
38,balanced,a94fd241e6b755c0,0.9230769230769232,0.6732421485630563,0.8666666666377778
38,standard,1e9dfed08c65b75b,1.0,0.7240454367139398,0.9999999999
39,balanced,d5f0b0f5a009d32b,0.8823529411764706,0.7361065030673402,0.8083333333217857
39,standard,e70552585b24c00f,0.9333333333333332,0.7563557735266944,0.7916666666402777
40,balanced,0035168f2c95fd7b,0.9444444444444444,0.6650171072743692,0.8782627865863615
